"id","b.01","b.11","b.02","b.12"
1,0.415701712808798,0.670498282000419,0,-0.017771461543548
2,0.39595312041259,0.653699010196173,0,-0.166725197141092
3,0.430492170927318,0.682443506151896,0,0.0722718879947236
4,0.345421891328891,0.621418039529481,0.0361665547651745,0
5,0.327393793925053,0.604773863477759,-0.117530502662886,0
6,0.338455946419997,0.615127114166894,-0.0253426769204861,0
7,0.345122102683946,0.621150673924252,0.0334234885691201,0
8,0.412218641455981,0.667607229117373,0,-0.0411529788153598
9,0.420389471160617,0.674342095943329,0,0.0122341643796379
10,0.389705794068251,0.648171226223979,0,-0.224647095979037
11,0.326629346849157,0.604040392298044,-0.123833417261403,0
12,0.406709572582972,0.662972670412866,0,-0.0803486651510417
13,0.442892906308234,0.692039953892118,0,0.139768840993652
14,0.432872770708995,0.684316073459047,0,0.0856727168612596
15,0.336630942508718,0.613450953241428,-0.0408509853636596,0
16,0.33384466052113,0.610868365701119,-0.064212095230047,0
17,0.336125449978472,0.612984550475758,-0.0451145989922546,0
18,0.343752579987635,0.61992548896308,0.0210171481056379,0
19,0.334567776715952,0.611541400462565,-0.0581796092967166,0
20,0.44070795843232,0.690378113919005,0,0.1282447665881
21,0.457318705579184,0.702654874278986,0,0.213536479397976
22,0.399210731429643,0.656539582976184,0,-0.138975778182786
23,0.343574886822226,0.619766065610213,0.0194218079471148,0
24,0.423521728291143,0.676880510763189,0,0.0314626804579255
25,0.325545988686375,0.602996640199416,-0.132776150933613,0
26,0.395334436317512,0.653156322859848,0,-0.172172943344665
27,0.405530130135917,0.66197047071255,0,-0.089135766814899
28,0.459224796681772,0.704003397107148,0,0.223135981938843
29,0.342179762097605,0.618510688493801,0.00700281724181251,0
30,0.428384029566876,0.680773575836079,0,0.0601907706846147
31,0.348080843492705,0.623776614417013,0.060969759267861,0
32,0.330734685490989,0.607950902730604,-0.0899881160621126,0
33,0.341735411621414,0.618109461058082,0.00308498771813502,0
34,0.436105168486281,0.686835997918696,0,0.103498234597375
35,0.342029140248612,0.618374759616885,0.00567283316519492,0
36,0.450014055354026,0.697362582437918,0,0.176562590982594
37,0.317396921284201,0.59497162771583,-0.201103186607957,0
38,0.414570645940106,0.669562755374268,0,-0.0252557203502162
39,0.350651506065004,0.626035423155161,0.0858593345366915,0
40,0.332978833526325,0.610059893161786,-0.0714124744364072,0
41,0.324568303994005,0.602050295140442,-0.140862296947738,0
42,0.320945820979033,0.598505973689363,-0.17103749468401,0
43,0.374510087436945,0.6460849622717,0.388867153734687,0
44,0.390245478359495,0.648652984310698,0,-0.219372643490575
45,0.421105942167798,0.674924842340252,0,0.0166868489828447
46,0.329469069158146,0.606752719621102,-0.100428426534335,0
47,0.446760887981459,0.694949440344152,0,0.159880289424067
48,0.440730953731017,0.690395670714647,0,0.128366740316774
49,0.450064737235937,0.697399920308417,0,0.176821112733122
50,0.32423974782025,0.6017313173125,-0.143583969335481,0
51,0.39906094125293,0.656409587250784,0,-0.140218731061745
52,0.322518702475082,0.600052432065121,-0.15788535228412,0
53,0.427913614851331,0.680399455800207,0,0.0574657376071586
54,0.420497562459746,0.674430092968747,0,0.012908063931765
55,0.413972933300561,0.669067099416306,0,-0.0292520683181716
56,0.383436902786742,0.653205652425769,0.556442589087203,0
57,0.322616247817634,0.600147953000919,-0.15707250101558,0
58,0.349736785358558,0.625234049833197,0.0768912962422862,0
59,0.423423751461048,0.676801471644645,0,0.0308702990138629
60,0.33547949611192,0.612387181140403,-0.0505452440398894,0
61,0.44223441424723,0.691540475935677,0,0.136309318408412
62,0.33465181525018,0.61161949097723,-0.0574772941970086,0
63,0.435447084029789,0.68632510310095,0,0.0999013841346673
64,0.398204198261137,0.655664920119095,0,-0.14738750533063
65,0.424307565908831,0.677513609394841,0,0.0361937099255239
66,0.415327268604403,0.670188921745362,0,-0.0202380097167605
67,0.4382307299887,0.688478583713871,0,0.115011626207889
68,0.355454259965829,0.630200971076215,0.135264085531489,0
69,0.33342220061101,0.610474247983127,-0.0677282092244559,0
70,0.439266597082679,0.689274843806336,0,0.120568162551534
71,0.350916776666085,0.626267335775652,0.0884843991547226,0
72,0.409819896781756,0.665598646451121,0,-0.0578633260533848
73,0.320478906265851,0.598044607227944,-0.17495984754571,0
74,0.431193604290125,0.682996708678266,0,0.0762460500084632
75,0.324164579807373,0.601658272566934,-0.144206981595464,0
76,0.439555792380554,0.689496644045569,0,0.122113424926101
77,0.366238444167775,0.639310324866985,0.264878643036971,0
