"id","b.01","b.11","b.02","b.12"
1,0.432689217677336,0.664328020107814,0,0.0306962040395161
2,0.399523577979017,0.638986096307906,0,-0.165533644203764
3,0.450572228194646,0.677373872235874,0,0.10066225197665
4,0.311647239426819,0.557061747390993,-0.206952138184234,0
5,0.332111642802832,0.580802278463851,-0.0745654013814967,0
6,0.409897539641028,0.647081791582348,0,-0.0905003751510879
7,0.454192884631888,0.679963859382847,0,0.113101794774103
8,0.34755196219795,0.597331151225461,0.0441387605985343,0
9,0.473368584886067,0.693372328543505,0,0.172348232517436
10,0.347593112132536,0.597373783562685,0.0444989273273374,0
11,0.424664556183612,0.658336989465576,0,-0.00679907918136945
12,0.481838666583621,0.699107946086708,0,0.195899236221628
13,0.317133597577664,0.563654835033882,-0.172558322005257,0
14,0.478735810593313,0.697021946807252,0,0.187412203688547
15,0.443476220927349,0.672247419209942,0,0.0747675299599936
16,0.408900984686064,0.646311062564938,0,-0.0970240510601462
17,0.358551089190297,0.608476613976984,0.15370792507633,0
18,0.339101055492817,0.588419115983598,-0.02425595267056,0
19,0.408101786753321,0.645691916440119,0,-0.102350819956161
20,0.326098874777338,0.574059820019784,-0.115009977450193,0
21,0.348120326276917,0.597919351832414,0.049140706962178,0
22,0.344186194982374,0.593819443197679,0.0156538134395582,0
23,0.330898664917197,0.579456609758009,-0.0828956308977143,0
24,0.325138709688546,0.572966114538263,-0.121298978878961,0
25,0.388470331064919,0.630175833581626,0,-0.267760527082805
26,0.316247338070751,0.562601922797,-0.178141489477437,0
27,0.313041811360064,0.558754884194874,-0.198242649085257,0
28,0.436796997342402,0.667361767262635,0,0.0482380052839403
29,0.362189062930818,0.61205669878775,0.197486013691979,0
30,0.372091186757115,0.616739608406393,0,-0.488898013394892
31,0.399998825664831,0.63936054604042,0,-0.161714522232368
32,0.328271949336841,0.576517592790485,-0.100622117049119,0
33,0.446967673089621,0.674778074784725,0,0.0877762304735677
34,0.473679651336922,0.693585203523237,0,0.1732358866359
35,0.345076047624676,0.59475265629263,0.0230060680259792,0
36,0.317477424101055,0.564062091856041,-0.170388725620694,0
37,0.429701617606739,0.662107582165654,0,0.0172701490557668
38,0.4439245773665,0.672573288764779,0,0.0764688940861426
39,0.409761013082296,0.64697628861134,0,-0.0913864762398655
40,0.46639180988354,0.688556947606967,0,0.151898958599081
41,0.453251214183639,0.679291941099579,0,0.109912321289382
42,0.313383939649341,0.559168428918622,-0.196103091414442,0
