"id","b.01","b.11","b.02","b.12"
1,0.46029769981255,0.666819681067202,0,0.0238967799763613
2,0.42502882779303,0.646749475052302,0,-0.168729444880142
3,0.463618801093071,0.668740865992229,0,0.11255548951534
4,0.309443794196686,0.578395823725785,-0.205949040144437,0
5,0.32835394167562,0.596235293236199,-0.0626502144160004,0
6,0.428524256986253,0.648438899950814,0,-0.0977545967908054
7,0.46399741005642,0.668788109870009,0,0.130343004978374
8,0.350406540242338,0.610878661966355,0.0355290342040204,0
9,0.488219254301626,0.680214497620623,0,0.181329240933414
10,0.350407985541432,0.610876519188495,0.0359603139534951,0
11,0.44071823938137,0.655929235086237,0,-0.0104824076990748
12,0.489209450928752,0.680351138100257,0,0.216522287158932
13,0.307819829196395,0.577703553564173,-0.151065491708611,0
14,0.488847577835596,0.680301202045477,0,0.203644562954444
15,0.464673583555425,0.66922118115363,0,0.076303887323628
16,0.428435025388645,0.648440711432412,0,-0.104421289536832
17,0.357124456487408,0.614411797047869,0.140398038533701,0
18,0.342579574512915,0.606475632483412,-0.0322590584489829,0
19,0.424606773988242,0.645837848836722,0,-0.109818536828797
20,0.317887825404888,0.586882999053732,-0.0927198866896406,0
21,0.350426498679327,0.610849071899435,0.0414826108146591,0
22,0.340410669939866,0.604431386523469,0.0270011711419577,0
23,0.328292757198315,0.596029817888064,-0.0734116153412105,0
24,0.317804418815047,0.586689307766071,-0.100573054407134,0
25,0.396481589201527,0.629493391789073,0,-0.261445669736677
26,0.307703339590103,0.577484420626785,-0.158205633456526,0
27,0.309614906855573,0.578738420230842,-0.194062094139957,0
28,0.460328338592681,0.666836013213509,0,0.0457146494057637
29,0.361692083077474,0.617494549629043,0.180086931831929,0
30,0.371687726821246,0.614125732648869,0,-0.447018058391351
31,0.425072315291429,0.64674759007047,0,-0.165308698548642
32,0.317562063720514,0.586804181765286,-0.0735393276226829,0
33,0.46505409019266,0.66927063839388,0,0.0937670747665773
34,0.488255774756924,0.680219537198007,0,0.182624890165171
35,0.350319492768064,0.611007717191991,0.00950913459648704,0
36,0.30786476393184,0.577788081968743,-0.148303508150045,0
37,0.459988049362739,0.666787693943288,0,0.00782911934247574
38,0.464722672883691,0.669227561653901,0,0.0785569893528009
39,0.428512057639712,0.648439147608509,0,-0.0986658306743608
40,0.483331451767056,0.678902999894434,0,0.163482015916344
41,0.463899288376394,0.668775865974307,0,0.125732624388656
42,0.309656580316939,0.578821857554009,-0.19115838993042,0
43,0.307813390975335,0.577691442386728,-0.151460868821826,0
44,0.464794677588747,0.669236920633873,0,0.0818617476722545
